Order_ID,Customer_ID,Product_ID,Branch_ID,Agent_ID,Order_Date,Total_Value,Payment_Method,Down_Payment,Net_Financed,Months_Term,Interest_Rate,Monthly_Installment,Remaining_Balance,Days_Past_Due,Business_Channel,Sales_Platform,Currency,Next_Due_Date
ORD-413202,CUST-1299,PROD-113,BR-16,AG-52,"Thursday, January 26, 2023",28248.29,Cash,28248.29,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/25/2023
ORD-413203,CUST-1210,PROD-110,BR-17,AG-50,"Saturday, December 30, 2023",45760.31,Cash,45760.31,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,1/29/2024
ORD-413204,CUST-1349,PROD-100,BR-10,AG-55,"Saturday, November 11, 2023",17856.73,Installments,3571.35,14285.38,24,0.15,595.22,8103.21,0,Retail,Mobile_App,EGP,12/11/2023
ORD-413205,CUST-1372,PROD-101,BR-12,AG-54,"Friday, March 17, 2023",30871.19,Installments,6174.24,24696.95,6,0.15,4116.16,3135.01,0,Retail,Mobile_App,EGP,4/16/2023
ORD-413206,CUST-1075,PROD-103,BR-18,AG-54,"Tuesday, October 31, 2023",40709.92,Cash,40709.92,0,12,0.15,0,2500.5,0,Retail,Mobile_App,EGP,11/30/2023
ORD-413207,CUST-1454,PROD-115,BR-12,AG-50,"Thursday, April 20, 2023",57668.6,Installments,11533.72,46134.88,12,0.15,3844.57,24232.24,0,Retail,Mobile_App,EGP,5/20/2023
ORD-413208,CUST-1352,PROD-101,BR-15,AG-55,"Monday, November 13, 2023",27645.08,Installments,5529.02,22116.06,6,0.15,3686.01,4121.41,0,Retail,Mobile_App,EGP,12/13/2023
ORD-413209,CUST-1075,PROD-112,BR-10,AG-51,"Wednesday, August 23, 2023",7527.23,Cash,7527.23,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,9/22/2023
ORD-413210,CUST-1271,PROD-112,BR-10,AG-50,"Monday, May 29, 2023",17209.42,Installments,3441.88,13767.54,24,0.15,573.65,-150.75,180,Retail,Mobile_App,EGP,6/28/2023
ORD-413211,CUST-1484,PROD-106,BR-17,AG-53,"Wednesday, January 11, 2023",43367.18,Installments,8673.44,34693.74,12,0.15,2891.14,5135.74,75,Retail,Mobile_App,EGP,2/10/2023
ORD-413212,CUST-1230,PROD-104,BR-12,AG-53,"Thursday, October 19, 2023",57079.41,Cash,57079.41,0,12,0.15,0,2500.5,0,Retail,Mobile_App,EGP,11/18/2023
ORD-413213,CUST-1481,PROD-114,BR-10,AG-53,"Wednesday, February 8, 2023",57864.18,Cash,57864.18,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/10/2023
ORD-413214,CUST-1113,PROD-110,BR-11,AG-50,"Tuesday, May 16, 2023",43587.57,Cash,43587.57,0,0,0.15,0,0,3,Retail,Mobile_App,EGP,6/15/2023
ORD-413215,CUST-1373,PROD-107,BR-10,AG-51,"Friday, June 23, 2023",47849.96,Cash,47849.96,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,7/23/2023
ORD-413216,CUST-1258,PROD-115,BR-16,AG-52,"Tuesday, May 23, 2023",68909.69,Cash,68909.69,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,6/22/2023
ORD-413217,CUST-1478,PROD-100,BR-16,AG-51,"Sunday, September 10, 2023",42902.15,Installments,8580.43,34321.72,6,0.15,5720.29,20078.92,3,Retail,Mobile_App,EGP,10/10/2023
ORD-413218,CUST-1068,PROD-106,BR-14,AG-55,"Tuesday, August 15, 2023",35339.61,Installments,7067.92,28271.69,24,0.15,1177.99,21911.49,0,Retail,Mobile_App,EGP,9/14/2023
ORD-413219,CUST-1258,PROD-114,BR-10,AG-53,"Wednesday, November 29, 2023",36895.67,Installments,7379.13,29516.54,24,0.15,1229.86,14364.73,0,Retail,Mobile_App,EGP,12/29/2023
ORD-413220,CUST-1353,PROD-103,BR-12,AG-54,"Monday, January 23, 2023",63782.89,Installments,12756.58,51026.31,24,0.15,2126.1,32098.5,3,Retail,Mobile_App,EGP,2/22/2023
ORD-413221,CUST-1300,PROD-113,BR-11,AG-53,"Friday, January 5, 2024",9232.66,Installments,1846.53,7386.13,6,0.15,1231.02,1862.5,0,Retail,Mobile_App,EGP,2/4/2024
ORD-413222,CUST-1307,PROD-110,BR-12,AG-53,"Tuesday, October 10, 2023",21428.58,Installments,4285.72,17142.86,24,0.15,714.29,9794.75,180,Retail,Mobile_App,EGP,11/9/2023
ORD-413223,CUST-1472,PROD-108,BR-14,AG-50,"Friday, December 1, 2023",42615.42,Installments,8523.08,34092.34,12,0.15,2841.03,20180.78,180,Retail,Mobile_App,EGP,12/31/2023
ORD-413224,CUST-1051,PROD-108,BR-16,AG-51,"Tuesday, October 24, 2023",50779.88,Installments,10155.98,40623.9,6,0.15,6770.65,17381.15,0,Retail,Mobile_App,EGP,11/23/2023
ORD-413225,CUST-1308,PROD-109,BR-10,AG-52,"Tuesday, October 3, 2023",31581.27,Installments,6316.25,25265.02,24,0.15,1052.71,18431.07,0,Retail,Mobile_App,EGP,11/2/2023
ORD-413226,CUST-1266,PROD-115,BR-18,AG-53,"Monday, May 15, 2023",69866.7,Cash,69866.7,0,0,0.15,0,0,75,Retail,Mobile_App,EGP,6/14/2023
ORD-413227,CUST-1064,PROD-109,BR-13,AG-55,"Saturday, September 9, 2023",42436.8,Cash,42436.8,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,10/9/2023
ORD-413228,CUST-1063,PROD-107,BR-12,AG-52,"Tuesday, August 29, 2023",21661.18,Cash,21661.18,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,9/28/2023
ORD-413229,CUST-1104,PROD-111,BR-16,AG-53,"Saturday, January 21, 2023",79011.04,Cash,79011.04,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/20/2023
ORD-413230,CUST-1061,PROD-101,BR-16,AG-52,"Tuesday, February 21, 2023",33653.34,Installments,6730.67,26922.67,24,0.15,1121.78,25573.38,0,Retail,Mobile_App,EGP,3/23/2023
ORD-413231,CUST-1284,PROD-104,BR-12,AG-54,"Wednesday, June 21, 2023",47103.19,Installments,9420.64,37682.55,6,0.15,6280.43,36031.1,0,Retail,Mobile_App,EGP,7/21/2023
ORD-413232,CUST-1321,PROD-106,BR-13,AG-55,"Friday, June 16, 2023",34525.26,Cash,34525.26,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,7/16/2023
ORD-413233,CUST-1239,PROD-114,BR-13,AG-55,"Friday, January 26, 2024",72582.58,Installments,14516.52,58066.06,6,0.15,9677.68,6832.31,3,Retail,Mobile_App,EGP,2/25/2024
ORD-413234,CUST-1444,PROD-115,BR-14,AG-52,"Tuesday, August 22, 2023",49501.27,Cash,49501.27,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,9/21/2023
ORD-413235,CUST-1072,PROD-103,BR-10,AG-50,"Saturday, October 7, 2023",75710.84,Cash,75710.84,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,11/6/2023
ORD-413236,CUST-1411,PROD-103,BR-11,AG-51,"Wednesday, October 25, 2023",53867.85,Installments,10773.57,43094.28,12,0.15,3591.19,42770.25,0,Retail,Mobile_App,EGP,11/24/2023
ORD-413237,CUST-1126,PROD-112,BR-17,AG-53,"Thursday, March 23, 2023",21654.48,Cash,21654.48,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,4/22/2023
ORD-413238,CUST-1386,PROD-106,BR-12,AG-54,"Wednesday, December 13, 2023",77796.89,Installments,15559.38,62237.51,12,0.15,5186.46,39925.9,0,Retail,Mobile_App,EGP,1/12/2024
ORD-413239,CUST-1064,PROD-100,BR-17,AG-51,"Tuesday, September 26, 2023",54016.98,Cash,54016.98,0,12,0.15,0,2500.5,0,Retail,Mobile_App,EGP,10/26/2023
ORD-413240,CUST-1164,PROD-115,BR-17,AG-55,"Wednesday, June 14, 2023",34473.56,Cash,34473.56,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,7/14/2023
ORD-413241,CUST-1121,PROD-113,BR-15,AG-53,"Wednesday, November 15, 2023",16537.78,Cash,16537.78,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,12/15/2023
ORD-413242,CUST-1342,PROD-113,BR-17,AG-50,"Saturday, January 28, 2023",46279.99,Cash,46279.99,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/27/2023
ORD-413243,CUST-1231,PROD-105,BR-17,AG-54,"Thursday, October 5, 2023",50985.23,Cash,50985.23,0,0,0.15,0,0,75,Retail,Mobile_App,EGP,11/4/2023
ORD-413244,CUST-1159,PROD-112,BR-17,AG-50,"Monday, January 8, 2024",14707.37,Cash,14707.37,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/7/2024
ORD-413245,CUST-1402,PROD-109,BR-15,AG-53,"Friday, October 20, 2023",18231.21,Installments,3646.24,14584.97,6,0.15,2430.83,2495.88,0,Retail,Mobile_App,EGP,11/19/2023
ORD-413246,CUST-1356,PROD-103,BR-10,AG-54,"Friday, September 22, 2023",5169.08,Installments,1033.82,4135.26,6,0.15,689.21,3418.39,0,Retail,Mobile_App,EGP,10/22/2023
ORD-413247,CUST-1012,PROD-105,BR-11,AG-54,"Sunday, May 21, 2023",49254.74,Cash,49254.74,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,6/20/2023
ORD-413248,CUST-1281,PROD-111,BR-16,AG-52,"Monday, October 16, 2023",15424.31,Installments,3084.86,12339.45,12,0.15,1028.29,12007.79,0,Retail,Mobile_App,EGP,11/15/2023
ORD-413249,CUST-1221,PROD-115,BR-12,AG-54,"Wednesday, July 26, 2023",22169.65,Cash,22169.65,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,8/25/2023
ORD-413250,CUST-1400,PROD-104,BR-17,AG-51,"Thursday, March 9, 2023",43906.51,Installments,8781.3,35125.21,24,0.15,1463.55,26980.82,0,Retail,Mobile_App,EGP,4/8/2023
ORD-413251,CUST-1195,PROD-107,BR-16,AG-50,"Tuesday, December 12, 2023",22753.16,Cash,22753.16,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,1/11/2024
ORD-413252,CUST-1053,PROD-111,BR-18,AG-54,"Saturday, October 14, 2023",75809.59,Cash,75809.59,0,12,0.15,0,2500.5,0,Retail,Mobile_App,EGP,11/13/2023
ORD-413253,CUST-1015,PROD-114,BR-16,AG-55,"Thursday, July 27, 2023",76374.46,Installments,15274.89,61099.57,6,0.15,10183.26,22331.75,0,Retail,Mobile_App,EGP,8/26/2023
ORD-413254,CUST-1467,PROD-114,BR-17,AG-54,"Monday, April 3, 2023",49817.25,Installments,9963.45,39853.8,24,0.15,1660.58,556.4,0,Retail,Mobile_App,EGP,5/3/2023
ORD-413255,CUST-1344,PROD-111,BR-14,AG-51,"Sunday, April 2, 2023",36318.65,Cash,36318.65,0,0,0.15,0,0,75,Retail,Mobile_App,EGP,5/2/2023
ORD-413256,CUST-1293,PROD-114,BR-18,AG-53,"Sunday, August 27, 2023",53164.57,Cash,53164.57,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,9/26/2023
ORD-413257,CUST-1281,PROD-111,BR-14,AG-51,"Sunday, April 16, 2023",56191.91,Installments,11238.38,44953.53,6,0.15,7492.26,4169.29,0,Retail,Mobile_App,EGP,5/16/2023
ORD-413258,CUST-1268,PROD-103,BR-15,AG-55,"Sunday, June 25, 2023",13995.01,Installments,2799,11196.01,12,0.15,933,7828.18,3,Retail,Mobile_App,EGP,7/25/2023
ORD-413259,CUST-1184,PROD-102,BR-16,AG-55,"Saturday, December 16, 2023",12421.89,Installments,2484.38,9937.51,24,0.15,414.06,3904.01,0,Retail,Mobile_App,EGP,1/15/2024
ORD-413260,CUST-1219,PROD-108,BR-10,AG-52,"Monday, January 8, 2024",34001.36,Cash,34001.36,0,0,0.15,0,0,15,Retail,Mobile_App,EGP,2/7/2024
ORD-413261,CUST-1403,PROD-110,BR-14,AG-53,"Friday, June 2, 2023",60552.78,Installments,12110.56,48442.22,6,0.15,8073.7,13542.95,0,Retail,Mobile_App,EGP,7/2/2023
ORD-413262,CUST-1164,PROD-114,BR-13,AG-54,"Monday, January 30, 2023",52561.2,Cash,52561.2,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/1/2023
ORD-413263,CUST-1084,PROD-107,BR-16,AG-51,"Friday, February 17, 2023",39437.08,Cash,39437.08,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/19/2023
ORD-413264,CUST-1403,PROD-115,BR-16,AG-50,"Friday, March 17, 2023",12763.58,Installments,2552.72,10210.86,12,0.15,850.91,-150.75,15,Retail,Mobile_App,EGP,4/16/2023
ORD-413265,CUST-1486,PROD-111,BR-13,AG-53,"Sunday, July 16, 2023",71378.99,Cash,71378.99,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,8/15/2023
ORD-413266,CUST-1175,PROD-109,BR-12,AG-52,"Friday, June 30, 2023",21485.98,Installments,4297.2,17188.78,24,0.15,716.2,3831.52,0,Retail,Mobile_App,EGP,7/30/2023
ORD-413267,CUST-1142,PROD-109,BR-18,AG-52,"Monday, April 17, 2023",47605.02,Cash,47605.02,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,5/17/2023
ORD-413268,CUST-1344,PROD-110,BR-16,AG-51,"Sunday, April 30, 2023",6438.67,Installments,1287.73,5150.94,24,0.15,214.62,2968.23,0,Retail,Mobile_App,EGP,5/30/2023
ORD-413269,CUST-1416,PROD-111,BR-15,AG-55,"Monday, July 3, 2023",12845.68,Cash,12845.68,0,12,0.15,0,2500.5,0,Retail,Mobile_App,EGP,8/2/2023
ORD-413270,CUST-1066,PROD-107,BR-17,AG-53,"Friday, February 3, 2023",10925.91,Installments,2185.18,8740.73,12,0.15,728.39,3343.26,0,Retail,Mobile_App,EGP,3/5/2023
ORD-413271,CUST-1407,PROD-107,BR-13,AG-53,"Sunday, July 30, 2023",72455.52,Installments,14491.1,57964.42,24,0.15,2415.18,8145.57,0,Retail,Mobile_App,EGP,8/29/2023
ORD-413272,CUST-1373,PROD-112,BR-12,AG-55,"Thursday, January 11, 2024",27152.03,Cash,27152.03,0,0,0.15,0,0,3,Retail,Mobile_App,EGP,2/10/2024
ORD-413273,CUST-1408,PROD-100,BR-12,AG-50,"Sunday, November 26, 2023",28949.76,Cash,28949.76,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,12/26/2023
ORD-413274,CUST-1095,PROD-115,BR-10,AG-53,"Tuesday, May 23, 2023",60349.5,Installments,12069.9,48279.6,6,0.15,8046.6,12029.52,0,Retail,Mobile_App,EGP,6/22/2023
ORD-413275,CUST-1252,PROD-101,BR-16,AG-50,"Friday, March 31, 2023",24462.9,Installments,4892.58,19570.32,12,0.15,1630.86,13524.12,0,Retail,Mobile_App,EGP,4/30/2023
ORD-413276,CUST-1261,PROD-102,BR-11,AG-54,"Thursday, January 12, 2023",34379.88,Installments,6875.98,27503.9,24,0.15,1146,15833.09,0,Retail,Mobile_App,EGP,2/11/2023
ORD-413277,CUST-1281,PROD-113,BR-10,AG-55,"Monday, July 3, 2023",72130.33,Installments,14426.07,57704.26,12,0.15,4808.69,31616.15,0,Retail,Mobile_App,EGP,8/2/2023
ORD-413278,CUST-1252,PROD-108,BR-12,AG-52,"Thursday, July 13, 2023",25529.09,Cash,25529.09,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,8/12/2023
ORD-413279,CUST-1320,PROD-114,BR-16,AG-52,"Wednesday, November 29, 2023",45558.77,Cash,45558.77,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,12/29/2023
ORD-413280,CUST-1382,PROD-108,BR-16,AG-53,"Saturday, August 5, 2023",58749.03,Installments,11749.81,46999.22,6,0.15,7833.2,43190.89,0,Retail,Mobile_App,EGP,9/4/2023
ORD-413281,CUST-1111,PROD-111,BR-18,AG-52,"Wednesday, November 22, 2023",42194.72,Cash,42194.72,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,12/22/2023
ORD-413282,CUST-1123,PROD-108,BR-18,AG-52,"Monday, January 15, 2024",12924.16,Installments,2584.83,10339.33,24,0.15,430.81,2798.33,0,Retail,Mobile_App,EGP,2/14/2024
ORD-413283,CUST-1299,PROD-102,BR-16,AG-53,"Friday, May 5, 2023",27988.53,Installments,5597.71,22390.82,6,0.15,3731.8,15381.06,0,Retail,Mobile_App,EGP,6/4/2023
ORD-413284,CUST-1053,PROD-104,BR-16,AG-53,"Friday, October 6, 2023",60310.8,Installments,12062.16,48248.64,12,0.15,4020.72,443.33,0,Retail,Mobile_App,EGP,11/5/2023
ORD-413285,CUST-1109,PROD-111,BR-12,AG-53,"Sunday, September 17, 2023",28823.51,Installments,5764.7,23058.81,12,0.15,1921.57,13218.29,180,Retail,Mobile_App,EGP,10/17/2023
ORD-413286,CUST-1060,PROD-114,BR-13,AG-54,"Tuesday, March 7, 2023",33810.16,Cash,33810.16,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,4/6/2023
ORD-413287,CUST-1008,PROD-103,BR-14,AG-53,"Friday, June 2, 2023",67520.46,Cash,67520.46,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,7/2/2023
ORD-413288,CUST-1457,PROD-111,BR-14,AG-52,"Monday, December 4, 2023",51717.22,Installments,10343.44,41373.78,6,0.15,6895.63,10919.63,0,Retail,Mobile_App,EGP,1/3/2024
ORD-413289,CUST-1455,PROD-102,BR-16,AG-54,"Friday, March 3, 2023",73057.74,Installments,14611.55,58446.19,12,0.15,4870.52,2912.97,0,Retail,Mobile_App,EGP,4/2/2023
ORD-413290,CUST-1359,PROD-101,BR-15,AG-54,"Thursday, January 19, 2023",72212.33,Cash,72212.33,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/18/2023
ORD-413291,CUST-1481,PROD-105,BR-11,AG-54,"Saturday, December 30, 2023",5967.94,Cash,5967.94,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,1/29/2024
ORD-413292,CUST-1002,PROD-105,BR-16,AG-53,"Saturday, August 26, 2023",NULL_VAL,Installments,15437.99,61751.97,24,0.15,2573,58025.75,3,Retail,Mobile_App,EGP,9/25/2023
ORD-413293,CUST-1129,PROD-107,BR-16,AG-54,"Saturday, May 6, 2023",36030.96,Installments,7206.19,28824.77,12,0.15,2402.06,24901.26,0,Retail,Mobile_App,EGP,6/5/2023
ORD-413294,CUST-1286,PROD-105,BR-11,AG-55,"Tuesday, April 18, 2023",14035.15,Installments,2807.03,11228.12,24,0.15,467.84,7698.35,0,Retail,Mobile_App,EGP,5/18/2023
ORD-413295,CUST-1196,PROD-107,BR-16,AG-52,"Saturday, March 25, 2023",25873.96,Cash,25873.96,0,0,0.15,0,0,180,Retail,Mobile_App,EGP,4/24/2023
ORD-413296,CUST-1217,PROD-110,BR-14,AG-53,"Sunday, December 3, 2023",61818.12,Cash,61818.12,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,1/2/2024
ORD-413297,CUST-1279,PROD-100,BR-16,AG-52,"Saturday, October 14, 2023",59744.8,Installments,11948.96,47795.84,24,0.15,1991.49,16163.2,0,Retail,Mobile_App,EGP,11/13/2023
ORD-413298,CUST-1241,PROD-100,BR-18,AG-55,"Sunday, February 5, 2023",37578.64,Cash,37578.64,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/7/2023
ORD-413299,CUST-1417,PROD-109,BR-10,AG-55,"Friday, March 3, 2023",61753.57,Cash,61753.57,0,0,0.15,0,0,3,Retail,Mobile_App,EGP,4/2/2023
ORD-413300,CUST-1281,PROD-102,BR-13,AG-51,"Tuesday, April 4, 2023",6134.88,Installments,1226.98,4907.9,24,0.15,204.5,4649,0,Retail,Mobile_App,EGP,5/4/2023
ORD-413301,CUST-1264,PROD-109,BR-17,AG-51,"Wednesday, September 27, 2023",70438.49,Installments,14087.7,56350.79,24,0.15,2347.95,8320.69,0,Retail,Mobile_App,EGP,10/27/2023
ORD-413302,CUST-1306,PROD-115,BR-10,AG-53,"Sunday, October 8, 2023",61926.46,Installments,12385.29,49541.17,6,0.15,8256.86,43939.8,15,Retail,Mobile_App,EGP,11/7/2023
ORD-413303,CUST-1131,PROD-103,BR-10,AG-54,"Sunday, October 29, 2023",61176.74,Installments,12235.35,48941.39,6,0.15,8156.9,39057.11,0,Retail,Mobile_App,EGP,11/28/2023
ORD-413304,CUST-1048,PROD-111,BR-10,AG-50,"Friday, September 29, 2023",76439.53,Installments,15287.91,61151.62,24,0.15,2547.98,11438.84,0,Retail,Mobile_App,EGP,10/29/2023
ORD-413305,CUST-1207,PROD-101,BR-17,AG-55,"Saturday, September 2, 2023",8169.55,Installments,1633.91,6535.64,6,0.15,1089.27,3717.25,0,Retail,Mobile_App,EGP,10/2/2023
ORD-413306,CUST-1300,PROD-115,BR-10,AG-50,"Saturday, December 2, 2023",75465.17,Cash,75465.17,0,0,0.15,0,0,3,Retail,Mobile_App,EGP,1/1/2024
ORD-413307,CUST-1167,PROD-101,BR-11,AG-55,"Sunday, December 17, 2023",48126.23,Installments,9625.25,38500.98,24,0.15,1604.21,9433.8,0,Retail,Mobile_App,EGP,1/16/2024
ORD-413308,CUST-1394,PROD-106,BR-10,AG-53,"Thursday, August 17, 2023",59381.82,Installments,11876.36,47505.46,12,0.15,3958.79,16231.17,0,Retail,Mobile_App,EGP,9/16/2023
ORD-413309,CUST-1432,PROD-114,BR-13,AG-51,"Sunday, November 19, 2023",76347.48,Installments,15269.5,61077.98,6,0.15,10179.66,40922.24,0,Retail,Mobile_App,EGP,12/19/2023
ORD-413310,CUST-1395,PROD-112,BR-10,AG-55,"Monday, February 27, 2023",20522.68,Cash,20522.68,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/29/2023
ORD-413311,CUST-1440,PROD-114,BR-11,AG-52,"Tuesday, December 19, 2023",78592.65,Cash,78592.65,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,1/18/2024
ORD-413312,CUST-1360,PROD-109,BR-15,AG-50,"Saturday, May 6, 2023",30525.43,Cash,30525.43,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,6/5/2023
ORD-413313,CUST-1096,PROD-103,BR-16,AG-50,"Wednesday, September 13, 2023",15141.51,Installments,3028.3,12113.21,24,0.15,504.72,8871.11,0,Retail,Mobile_App,EGP,10/13/2023
ORD-413314,CUST-1216,PROD-114,BR-13,AG-50,"Wednesday, December 20, 2023",5937.23,Installments,1187.45,4749.78,24,0.15,197.91,1825.25,75,Retail,Mobile_App,EGP,1/19/2024
ORD-413315,CUST-1254,PROD-102,BR-14,AG-51,"Saturday, January 13, 2024",33645.96,Installments,6729.19,26916.77,6,0.15,4486.13,17461.11,0,Retail,Mobile_App,EGP,2/12/2024
ORD-413316,CUST-1400,PROD-106,BR-12,AG-51,"Wednesday, April 19, 2023",30087.11,Installments,6017.42,24069.69,24,0.15,1002.9,18820.25,0,Retail,Mobile_App,EGP,5/19/2023
ORD-413317,CUST-1392,PROD-110,BR-16,AG-55,"Thursday, September 14, 2023",13713.83,Cash,13713.83,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,10/14/2023
ORD-413318,CUST-1098,PROD-102,BR-14,AG-54,"Wednesday, March 15, 2023",16346.88,Cash,16346.88,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,4/14/2023
ORD-413319,CUST-1186,PROD-105,BR-12,AG-54,"Wednesday, January 10, 2024",75505.54,Cash,75505.54,0,0,0.15,0,0,180,Retail,Mobile_App,EGP,2/9/2024
ORD-413320,CUST-1208,PROD-112,BR-17,AG-50,"Tuesday, March 14, 2023",22234.56,Installments,4446.91,17787.65,24,0.15,741.15,16233.88,0,Retail,Mobile_App,EGP,4/13/2023
ORD-413321,CUST-1104,PROD-104,BR-12,AG-51,"Monday, August 28, 2023",24576.93,Installments,4915.39,19661.54,6,0.15,3276.92,10142.63,0,Retail,Mobile_App,EGP,9/27/2023
ORD-413322,CUST-1290,PROD-112,BR-15,AG-53,"Friday, December 1, 2023",71677.48,Cash,71677.48,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,12/31/2023
ORD-413323,CUST-1127,PROD-115,BR-15,AG-51,"Sunday, January 29, 2023",41785.83,Cash,41785.83,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/28/2023
ORD-413324,CUST-1272,PROD-103,BR-15,AG-54,"Friday, April 28, 2023",30631.96,Installments,6126.39,24505.57,12,0.15,2042.13,11659.9,180,Retail,Mobile_App,EGP,5/28/2023
ORD-413325,CUST-1172,PROD-100,BR-16,AG-50,"Wednesday, January 10, 2024",9012.47,Cash,9012.47,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,2/9/2024
ORD-413326,CUST-1138,PROD-109,BR-13,AG-53,"Sunday, January 22, 2023",47768.46,Installments,9553.69,38214.77,12,0.15,3184.56,184.58,0,Retail,Mobile_App,EGP,2/21/2023
ORD-413327,CUST-1306,PROD-100,BR-14,AG-54,"Saturday, January 27, 2024",71599.44,Installments,14319.89,57279.55,6,0.15,9546.59,3761.13,0,Retail,Mobile_App,EGP,2/26/2024
ORD-413328,CUST-1155,PROD-100,BR-12,AG-51,"Saturday, February 4, 2023",26914,Installments,5382.8,21531.2,24,0.15,897.13,19300.29,75,Retail,Mobile_App,EGP,3/6/2023
ORD-413329,CUST-1157,PROD-110,BR-18,AG-55,"Tuesday, February 28, 2023",30270.94,Cash,30270.94,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/30/2023
ORD-413330,CUST-1283,PROD-104,BR-12,AG-55,"Tuesday, January 30, 2024",23352.06,Installments,4670.41,18681.65,12,0.15,1556.8,3285.45,3,Retail,Mobile_App,EGP,2/29/2024
ORD-413331,CUST-1333,PROD-101,BR-15,AG-51,"Friday, January 5, 2024",68988.49,Installments,13797.7,55190.79,12,0.15,4599.23,13040.36,0,Retail,Mobile_App,EGP,2/4/2024
ORD-413332,CUST-1314,PROD-103,BR-12,AG-54,"Monday, February 13, 2023",WRONG_DATA,Installments,15379.38,61517.5,6,0.15,10252.92,28337.85,0,Retail,Mobile_App,EGP,3/15/2023
ORD-413333,CUST-1372,PROD-109,BR-12,AG-55,"Saturday, June 24, 2023",59689.13,Installments,11937.83,47751.3,24,0.15,1989.64,9009.3,0,Retail,Mobile_App,EGP,7/24/2023
ORD-413334,CUST-1220,PROD-100,BR-16,AG-55,"Monday, October 9, 2023",8296.57,Cash,8296.57,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,11/8/2023
ORD-413335,CUST-1037,PROD-109,BR-11,AG-55,"Monday, July 10, 2023",70276.17,Installments,14055.23,56220.94,12,0.15,4685.08,29424.97,0,Retail,Mobile_App,EGP,8/9/2023
ORD-413336,CUST-1366,PROD-114,BR-13,AG-50,"Sunday, November 26, 2023",60208.29,Installments,12041.66,48166.63,6,0.15,8027.77,11191.8,0,Retail,Mobile_App,EGP,12/26/2023
ORD-413337,CUST-1090,PROD-103,BR-15,AG-50,"Tuesday, February 28, 2023",37060.49,Cash,37060.49,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/30/2023
ORD-413338,CUST-1019,PROD-105,BR-11,AG-52,"Tuesday, May 9, 2023",34781.88,Cash,34781.88,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,6/8/2023
ORD-413339,CUST-1479,PROD-105,BR-13,AG-52,"Tuesday, January 3, 2023",21351.47,Installments,4270.29,17081.18,6,0.15,2846.86,15435.37,0,Retail,Mobile_App,EGP,2/2/2023
ORD-413340,CUST-1173,PROD-107,BR-17,AG-53,"Thursday, February 23, 2023",43640.92,Cash,43640.92,0,0,0.15,0,0,15,Retail,Mobile_App,EGP,3/25/2023
ORD-413341,CUST-1497,PROD-102,BR-11,AG-52,"Friday, February 2, 2024",70790.63,Cash,70790.63,0,0,0.15,0,0,0,Retail,Mobile_App,EGP,3/3/2024
