Order_ID,Customer_ID,Product_ID,Branch_ID,Agent_ID,Order_Date,Total_Value,Payment_Method,Down_Payment,Net_Financed,Months_Term,Interest_Rate,Monthly_Installment,Remaining_Balance,Days_Past_Due,Currency,Next_Due_Date
ORD-13047,CUST-522,PROD-109,BR-3,AG-17,1/6/2024,19801.18,Installments,3960.24,15840.94,12,0.2,1320.08,7920.47,0,EGP,4/4/2026
ORD-13048,CUST-471,PROD-135,BR-2,AG-16,12/16/2024,78669.86,Cash,78669.86,0,0,0,0,0,0,Pound,
ORD-13049,CUST-717,PROD-161,BR-2,AG-5,1/3/2024,35911.49,Installments,7182.3,28729.19,12,0.2,2394.1,14364.6,0,EGP,4/4/2026
ORD-13050,CUST-385,PROD-118,BR-3,AG-25,12/19/2024,86969.46,Installments,17393.89,69575.57,12,0.2,5797.96,34787.78,0,Pound,4/4/2026
ORD-13051,CUST-543,PROD-162,BR-3,AG-20,8/17/2024,83573.41,Cash,83573.41,0,0,0,0,0,0,EGP,
ORD-13052,CUST-394,PROD-77,BR-6,AG-24,3/19/2024,75278.67,Installments,15055.73,60222.94,12,0.2,5018.58,30111.47,0,EGP,4/4/2026
ORD-13053,CUST-857,PROD-106,BR-3,AG-9,8/16/2024,12940.06,Installments,2588.01,10352.05,12,0.2,862.67,5176.02,0,EGP,4/4/2026
ORD-13054,CUST-915,PROD-78,BR-2,AG-8,1/27/2025,39495.18,Cash,39495.18,0,0,0,0,0,0,Pound,
ORD-13055,CUST-667,PROD-130,BR-1,AG-19,6/15/2024,73469.48,Cash,73469.48,0,0,0,0,0,0,EGP,
ORD-13056,CUST-704,PROD-51,BR-10,AG-21,7/22/2024,20240.31,Installments,4048.06,16192.25,12,0.2,1349.35,8096.12,15,Pound,4/4/2026
ORD-13057,CUST-446,PROD-59,BR-7,AG-23,1/17/2024,39709.46,Cash,39709.46,0,0,0,0,0,0,EGP,
ORD-13058,CUST-640,PROD-147,BR-10,AG-9,10/6/2024,42010.58,Installments,8402.12,33608.46,12,0.2,2800.71,16804.23,120,EGP,4/4/2026
ORD-13059,CUST-936,PROD-184,BR-7,AG-17,5/20/2024,54939.54,Installments,10987.91,43951.63,12,0.2,3662.64,21975.82,15,EGP,4/4/2026
ORD-13060,CUST-980,PROD-189,BR-9,AG-19,5/30/2024,30347.44,Installments,6069.49,24277.95,12,0.2,2023.16,12138.98,120,EGP,4/4/2026
ORD-13061,CUST-590,PROD-174,BR-7,AG-20,1/26/2025,19458.06,Installments,3891.61,15566.45,12,0.2,1297.2,7783.22,15,Pound,4/4/2026
ORD-13062,CUST-790,PROD-166,BR-1,AG-5,5/6/2024,69391.02,Installments,13878.2,55512.82,12,0.2,4626.07,27756.41,0,egp,4/4/2026
ORD-13063,CUST-436,PROD-119,BR-9,AG-10,11/3/2024,77541.03,Installments,15508.21,62032.82,12,0.2,5169.4,31016.41,15,EGP,4/4/2026
ORD-13064,CUST-437,PROD-54,BR-1,AG-10,10/22/2024,34835.78,Installments,6967.16,27868.62,12,0.2,2322.39,13934.31,0,EGP,4/4/2026
ORD-13065,CUST-767,PROD-107,BR-3,AG-6,3/3/2024,19280.98,Installments,3856.2,15424.78,12,0.2,1285.4,7712.39,120,Pound,4/4/2026
ORD-13066,CUST-442,PROD-150,BR-4,AG-14,7/19/2024,12583.91,Cash,12583.91,0,0,0,0,0,0,EGP,
ORD-13067,CUST-800,PROD-73,BR-2,AG-9,12/12/2024,26097.31,Cash,26097.31,0,0,0,0,0,0,EGP,
ORD-13068,CUST-128,PROD-91,BR-9,AG-16,12/30/2028,47091.55,Installments,9418.31,37673.24,12,0.2,3139.44,18836.62,15,EGP,4/4/2026
ORD-13069,CUST-395,PROD-63,BR-4,AG-22,4/11/2024,57852.82,Installments,11570.56,46282.26,12,0.2,3856.85,23141.13,0,EGP,1/1/1900
ORD-13070,CUST-847,PROD-86,BR-9,AG-2,11/26/2024,26828.28,Installments,5365.66,21462.62,12,0.2,1788.55,10731.31,15,Pound,4/4/2026
ORD-13071,CUST-791,PROD-173,BR-7,AG-3,6/9/2024,51847.4,Installments,10369.48,41477.92,12,0.2,3456.49,20738.96,15,egp,4/4/2026
ORD-13072,CUST-458,PROD-79,BR-6,AG-12,3/28/2024,12276.07,Installments,2455.21,9820.86,12,0.2,818.4,4910.43,0,egp,4/4/2026
ORD-13073,CUST-984,PROD-60,BR-2,AG-14,1/30/2025,70903.5,Installments,14180.7,56722.8,12,0.2,4726.9,28361.4,0,EGP,4/4/2026
ORD-13074,CUST-734,PROD-66,BR-8,AG-12,4/11/2024,17898.49,Installments,3579.7,14318.79,12,0.2,1193.23,7159.4,0,EGP,4/4/2026
ORD-13075,CUST-908,PROD-63,BR-10,AG-21,9/25/2024,34307.82,Cash,34307.82,0,0,0,0,0,0,EGP,
ORD-13076,CUST-372,PROD-56,BR-7,AG-7,8/23/2024,69698.36,Cash,69698.36,0,0,0,0,0,0,EGP,
ORD-13077,CUST-211,PROD-172,BR-3,AG-9,9/2/2024,44100.59,Installments,8820.12,35280.47,12,0.2,2940.04,17640.24,0,EGP,4/4/2026
ORD-13078,CUST-526,PROD-188,BR-9,AG-17,4/6/2024,21212.62,Cash,21212.62,0,0,0,0,0,0,EGP,
ORD-13079,CUST-989,PROD-83,BR-1,AG-17,1/16/2024,76661.73,Installments,15332.35,61329.38,12,0.2,5110.78,30664.69,45,EGP,4/4/2026
ORD-13080,CUST-899,PROD-104,BR-4,AG-14,7/26/2024,35818.89,Installments,7163.78,28655.11,12,0.2,2387.93,14327.56,15,EGP,4/4/2026
ORD-13081,CUST-209,PROD-76,BR-7,AG-10,2/7/2024,67167.98,Cash,67167.98,0,0,0,0,0,0,EGP,
ORD-13082,CUST-498,PROD-168,BR-8,AG-23,4/29/2024,40529.76,Installments,8105.95,32423.81,12,0.2,2701.98,16211.9,0,EGP,4/4/2026
ORD-13083,CUST-158,PROD-68,BR-1,AG-14,1/20/2025,43343.27,Installments,8668.65,34674.62,12,0.2,2889.55,17337.31,0,EGP,4/4/2026
ORD-13084,CUST-382,PROD-185,BR-7,AG-11,7/13/2024,59912.53,Cash,59912.53,0,0,0,0,0,0,EGP,
ORD-13085,CUST-357,PROD-87,BR-4,AG-24,2/15/2024,60950.97,Cash,60950.97,0,0,0,0,0,0,EGP,
ORD-13086,CUST-341,PROD-138,BR-6,AG-8,2/2/2025,33079.33,Installments,6615.87,26463.46,12,0.2,2205.29,13231.73,0,EGP,4/4/2026
ORD-13087,CUST-224,PROD-142,BR-8,AG-19,11/27/2024,69811.94,Installments,13962.39,55849.55,12,0.2,4654.13,27924.78,0,egp,4/4/2026
ORD-13088,CUST-155,PROD-178,BR-4,AG-7,1/24/2024,59483.75,Installments,11896.75,47587,12,0.2,3965.58,23793.5,0,EGP,4/4/2026
ORD-13089,CUST-510,PROD-137,BR-1,AG-22,10/25/2024,15144.11,Installments,3028.82,12115.29,12,0.2,1009.61,6057.64,0,EGP,4/4/2026
ORD-13090,CUST-834,PROD-199,BR-5,AG-16,1/1/2025,22147.87,Cash,22147.87,0,0,0,0,0,0,Pound,
ORD-13091,CUST-177,PROD-100,BR-7,AG-6,1/5/2024,36951.01,Installments,7390.2,29560.81,12,0.2,2463.4,14780.4,0,Pound,4/4/2026
ORD-13092,CUST-618,PROD-187,BR-8,AG-10,7/3/2024,83428.19,Cash,83428.19,0,0,0,0,0,0,EGP,
ORD-13093,CUST-692,PROD-157,BR-1,AG-1,1/20/2025,84017.91,Installments,16803.58,67214.33,12,0.2,5601.19,33607.16,0,EGP,4/4/2026
ORD-13094,CUST-582,PROD-70,BR-8,AG-11,3/9/2024,18286.88,Cash,18286.88,0,0,0,0,0,0,EGP,
ORD-13095,CUST-961,PROD-53,BR-6,AG-3,3/22/2024,68558.26,Installments,13711.65,54846.61,12,0.2,4570.55,27423.3,15,EGP,4/4/2026
ORD-13096,CUST-397,PROD-193,BR-10,AG-24,12/7/2024,73278.73,Installments,14655.75,58622.98,12,0.2,4885.25,29311.49,45,EGP,4/4/2026
ORD-13097,CUST-200,PROD-54,BR-3,AG-8,1/14/2024,10611.26,Cash,10611.26,0,0,0,0,0,0,EGP,
ORD-13098,CUST-440,PROD-186,BR-8,AG-15,1/12/2025,27301.19,Installments,5460.24,21840.95,12,0.2,1820.08,10920.48,0,EGP,4/4/2026
ORD-13099,CUST-762,PROD-63,BR-6,AG-2,11/23/2024,65758.16,Installments,13151.63,52606.53,12,0.2,4383.88,26303.26,0,EGP,4/4/2026
ORD-13100,CUST-416,PROD-115,BR-9,AG-14,5/25/2024,87798.57,Cash,87798.57,0,0,0,0,0,0,EGP,
ORD-13101,CUST-219,PROD-65,BR-7,AG-24,1/30/2025,70092.98,Installments,14018.6,56074.38,12,0.2,4672.87,28037.19,0,EGP,4/4/2026
ORD-13102,CUST-635,PROD-55,BR-3,AG-1,11/10/2024,29979.75,Installments,5995.95,23983.8,12,0.2,1998.65,11991.9,0,EGP,4/4/2026
ORD-13103,CUST-719,PROD-176,BR-1,AG-24,1/9/2025,17817.98,Installments,3563.6,14254.38,12,0.2,1187.87,7127.19,0,EGP,4/4/2026
ORD-13104,CUST-388,PROD-200,BR-10,AG-11,12/18/2024,67741.81,Cash,67741.81,0,0,0,0,0,0,Pound,
ORD-13105,CUST-496,PROD-86,BR-10,AG-11,12/14/2024,22700.94,Cash,22700.94,0,0,0,0,0,0,EGP,
ORD-13106,CUST-570,PROD-164,BR-9,AG-21,5/14/2024,28549.53,Installments,5709.91,22839.62,12,0.2,1903.3,11419.81,0,EGP,4/4/2026
ORD-13107,CUST-274,PROD-81,BR-8,AG-19,2/11/2024,20916.97,Installments,4183.39,16733.58,12,0.2,1394.46,8366.79,0,EGP,4/4/2026
ORD-13108,CUST-297,PROD-103,BR-3,AG-21,1/17/2024,41510.43,Installments,8302.09,33208.34,12,0.2,2767.36,16604.17,15,EGP,4/4/2026
ORD-13109,CUST-242,PROD-179,BR-10,AG-5,11/27/2024,54068.26,Installments,10813.65,43254.61,12,0.2,3604.55,21627.3,0,Pound,4/4/2026
ORD-13110,CUST-974,PROD-181,BR-4,AG-5,11/24/2024,21838.39,Installments,4367.68,17470.71,12,0.2,1455.89,8735.36,0,EGP,4/4/2026
ORD-13111,CUST-213,PROD-90,BR-7,AG-12,1/3/2024,31903.93,Cash,31903.93,0,0,0,0,0,0,egp,
ORD-13112,CUST-594,PROD-114,BR-10,AG-9,3/11/2024,80848.61,Cash,80848.61,0,0,0,0,0,0,EGP,
ORD-13113,CUST-839,PROD-115,BR-4,AG-5,9/26/2024,87191.71,Installments,17438.34,69753.37,12,0.2,5812.78,34876.68,0,EGP,4/4/2026
ORD-13114,CUST-494,PROD-178,BR-6,AG-3,2/2/2024,24893.42,Installments,4978.68,19914.74,12,0.2,1659.56,9957.37,0,EGP,4/4/2026
ORD-13115,CUST-597,PROD-73,BR-7,AG-10,10/5/2024,46081.52,Installments,9216.3,36865.22,12,0.2,3072.1,18432.61,45,EGP,4/4/2026
ORD-13116,CUST-686,PROD-158,BR-7,AG-18,10/26/2024,70289.21,Installments,14057.84,56231.37,12,0.2,4685.95,28115.68,0,egp,1/1/1900
ORD-13117,CUST-188,PROD-134,BR-2,AG-5,4/14/2024,58549.68,Installments,11709.94,46839.74,12,0.2,3903.31,23419.87,15,Pound,4/4/2026
ORD-13118,CUST-631,PROD-131,BR-7,AG-11,5/12/2024,43272.16,Cash,43272.16,0,0,0,0,0,0,EGP,
ORD-13119,CUST-699,PROD-179,BR-2,AG-16,10/12/2024,85818.95,Installments,17163.79,68655.16,12,0.2,5721.26,34327.58,0,egp,4/4/2026
ORD-13120,CUST-741,PROD-91,BR-6,AG-15,3/2/2024,52567.13,Cash,52567.13,0,0,0,0,0,0,EGP,
ORD-13121,CUST-356,PROD-52,BR-7,AG-18,7/5/2024,46208.55,Installments,9241.71,36966.84,12,0.2,3080.57,18483.42,0,EGP,4/4/2026
ORD-13122,CUST-881,PROD-53,BR-3,AG-1,12/21/2024,26604.4,Installments,5320.88,21283.52,12,0.2,1773.63,10641.76,15,EGP,4/4/2026
ORD-13123,CUST-897,PROD-148,BR-9,AG-9,11/16/2024,75666.96,Cash,75666.96,0,0,0,0,0,0,EGP,
ORD-13124,CUST-610,PROD-178,BR-7,AG-11,2/3/2025,17813.94,Cash,17813.94,0,0,0,0,0,0,EGP,
ORD-13125,CUST-996,PROD-68,BR-6,AG-13,1/24/2024,17060.95,Cash,17060.95,0,0,0,0,0,0,EGP,
ORD-13126,CUST-366,PROD-148,BR-4,AG-15,2/2/2024,88298.5,Installments,17659.7,70638.8,12,0.2,5886.57,35319.4,0,EGP,4/4/2026
ORD-13127,CUST-120,PROD-79,BR-4,AG-9,11/12/2024,80723.93,Cash,80723.93,0,0,0,0,0,0,EGP,
ORD-13128,CUST-477,PROD-108,BR-4,AG-16,7/20/2024,70631.9,Cash,70631.9,0,0,0,0,0,0,EGP,
ORD-13129,CUST-106,PROD-119,BR-1,AG-1,6/23/2024,45741.96,Installments,9148.39,36593.57,12,0.2,3049.46,18296.78,0,EGP,4/4/2026
ORD-13130,CUST-706,PROD-139,BR-8,AG-15,7/16/2024,83634.58,Installments,16726.92,66907.66,12,0.2,5575.64,33453.83,0,Pound,4/4/2026
ORD-13131,CUST-446,PROD-115,BR-6,AG-6,3/8/2024,21024.46,Installments,4204.89,16819.57,12,0.2,1401.63,8409.78,0,EGP,4/4/2026
ORD-13132,CUST-693,PROD-124,BR-1,AG-8,3/11/2024,68187.04,Installments,13637.41,54549.63,12,0.2,4545.8,27274.82,15,EGP,4/4/2026
ORD-13133,CUST-260,PROD-188,BR-7,AG-22,1/13/2025,89280.73,Installments,17856.15,71424.58,12,0.2,5952.05,35712.29,0,EGP,4/4/2026
ORD-13134,CUST-391,PROD-117,BR-7,AG-15,7/1/2024,30755.12,Cash,30755.12,0,0,0,0,0,0,EGP,
ORD-13135,CUST-392,PROD-86,BR-6,AG-25,12/28/2024,59733.94,Cash,59733.94,0,0,0,0,0,0,EGP,
ORD-13136,CUST-649,PROD-93,BR-1,AG-22,2/2/2025,48229.4,Installments,9645.88,38583.52,12,0.2,3215.29,19291.76,0,EGP,4/4/2026
ORD-13137,CUST-482,PROD-53,BR-9,AG-8,10/15/2024,32502.49,Installments,6500.5,26001.99,12,0.2,2166.83,13001,15,egp,4/4/2026
ORD-13138,CUST-573,PROD-192,BR-9,AG-6,3/4/2024,69651.26,Cash,69651.26,0,0,0,0,0,0,Pound,
ORD-13139,CUST-462,PROD-111,BR-10,AG-4,10/23/2024,68320.84,Installments,13664.17,54656.67,12,0.2,4554.72,27328.34,15,EGP,4/4/2026
ORD-13140,CUST-575,PROD-111,BR-2,AG-15,1/17/2024,49687.54,Cash,49687.54,0,0,0,0,0,0,EGP,
ORD-13141,CUST-352,PROD-154,BR-2,AG-25,2/16/2024,71615.09,Installments,14323.02,57292.07,12,0.2,4774.34,28646.04,0,EGP,4/4/2026
ORD-13142,CUST-788,PROD-161,BR-10,AG-25,2/24/2024,63516.25,Cash,63516.25,0,0,0,0,0,0,EGP,
ORD-13143,CUST-575,PROD-196,BR-4,AG-20,1/29/2025,19081.55,Installments,3816.31,15265.24,12,0.2,1272.1,7632.62,0,EGP,4/4/2026
ORD-13144,CUST-581,PROD-189,BR-10,AG-7,2/8/2024,57572.42,Installments,11514.48,46057.94,12,0.2,3838.16,23028.97,0,EGP,4/4/2026
ORD-13145,CUST-792,PROD-199,BR-5,AG-23,12/17/2024,48782.65,Installments,9756.53,39026.12,12,0.2,3252.18,19513.06,0,EGP,4/4/2026
ORD-13146,CUST-455,PROD-84,BR-4,AG-9,2/14/2024,64145.08,Installments,12829.02,51316.06,12,0.2,4276.34,25658.03,15,EGP,4/4/2026
ORD-13147,CUST-325,PROD-182,BR-9,AG-7,7/10/2024,17575.03,Cash,17575.03,0,0,0,0,0,0,Pound,
ORD-13148,CUST-460,PROD-168,BR-2,AG-6,10/13/2024,33962.55,Cash,33962.55,0,0,0,0,0,0,EGP,
ORD-13149,CUST-761,PROD-99,BR-2,AG-21,12/8/2024,36322.61,Cash,36322.61,0,0,0,0,0,0,EGP,
ORD-13150,CUST-665,PROD-165,BR-5,AG-24,1/2/2024,18077.6,Installments,3615.52,14462.08,12,0.2,1205.17,7231.04,45,EGP,4/4/2026
ORD-13151,CUST-792,PROD-63,BR-5,AG-15,5/14/2024,77936.18,Installments,15587.24,62348.94,12,0.2,5195.75,31174.47,15,egp,4/4/2026
ORD-13152,CUST-919,PROD-105,BR-5,AG-23,4/26/2024,26739.01,Cash,26739.01,0,0,0,0,0,0,EGP,
ORD-13153,CUST-535,PROD-113,BR-10,AG-19,1/30/2025,53331.51,Installments,10666.3,42665.21,12,0.2,3555.43,21332.6,45,EGP,4/4/2026
ORD-13154,CUST-475,PROD-125,BR-9,AG-22,10/27/2024,78149.81,Installments,15629.96,62519.85,12,0.2,0,31259.92,0,EGP,4/4/2026
ORD-13155,CUST-242,PROD-113,BR-6,AG-11,12/20/2024,85786.84,Installments,17157.37,68629.47,12,0.2,5719.12,34314.74,0,EGP,4/4/2026
ORD-13156,CUST-227,PROD-102,BR-3,AG-5,1/13/2025,73602.39,Cash,73602.39,0,0,0,0,0,0,EGP,
ORD-13157,CUST-290,PROD-131,BR-8,AG-3,11/26/2024,83316.74,Installments,16663.35,66653.39,12,0.2,5554.45,33326.7,0,EGP,4/4/2026
ORD-13158,CUST-981,PROD-109,BR-8,AG-22,4/28/2024,36720.07,Cash,36720.07,0,0,0,0,0,0,EGP,
ORD-13159,CUST-680,PROD-197,BR-7,AG-13,10/28/2024,33432.2,Installments,6686.44,26745.76,12,0.2,2228.81,13372.88,0,EGP,4/4/2026
ORD-13160,CUST-527,PROD-197,BR-2,AG-25,12/16/2024,75155.66,Installments,15031.13,60124.53,12,0.2,5010.38,30062.26,0,EGP,4/4/2026
ORD-13161,CUST-499,PROD-121,BR-7,AG-7,5/29/2024,31822.34,Cash,31822.34,0,0,0,0,0,0,EGP,
ORD-13162,CUST-926,PROD-189,BR-8,AG-14,8/25/2024,43756.75,Installments,8751.35,35005.4,12,0.2,2917.12,17502.7,0,egp,4/4/2026
ORD-13163,CUST-954,PROD-198,BR-10,AG-9,8/17/2024,16554.13,Installments,3310.83,13243.3,12,0.2,1103.61,6621.65,0,EGP,4/4/2026
ORD-13164,CUST-235,PROD-147,BR-10,AG-20,2/19/2024,36056.9,Installments,7211.38,28845.52,12,0.2,2403.79,14422.76,0,EGP,4/4/2026
ORD-13165,CUST-339,PROD-170,BR-9,AG-6,10/17/2024,85815.5,Installments,17163.1,68652.4,12,0.2,5721.03,34326.2,0,EGP,4/4/2026
ORD-13166,CUST-941,PROD-152,BR-6,AG-1,4/26/2024,67931.88,Cash,67931.88,0,0,0,0,0,0,EGP,
ORD-13167,CUST-226,PROD-192,BR-9,AG-22,9/24/2024,41746.03,Installments,8349.21,33396.82,12,0.2,2783.07,16698.41,15,EGP,4/4/2026
ORD-13168,CUST-468,PROD-162,BR-8,AG-3,8/22/2024,25391.32,Installments,5078.26,20313.06,12,0.2,1692.75,10156.53,45,Pound,4/4/2026
ORD-13169,CUST-593,PROD-77,BR-10,AG-14,1/26/2025,54768.6,Installments,10953.72,43814.88,12,0.2,3651.24,21907.44,15,EGP,4/4/2026
ORD-13170,CUST-393,PROD-200,BR-9,AG-5,12/4/2024,65697.63,Installments,13139.53,52558.1,12,0.2,4379.84,26279.05,0,EGP,4/4/2026
ORD-13171,CUST-892,PROD-94,BR-4,AG-24,5/17/2024,29416.58,Installments,5883.32,23533.26,12,0.2,1961.11,11766.63,15,EGP,4/4/2026
ORD-13172,CUST-121,PROD-160,BR-9,AG-6,1/24/2024,15323.24,Cash,15323.24,0,0,0,0,0,0,EGP,
ORD-13173,CUST-703,PROD-176,BR-7,AG-1,5/28/2024,29064.06,Installments,5812.81,23251.25,12,0.2,1937.6,11625.62,0,EGP,4/4/2026
ORD-13174,CUST-828,PROD-68,BR-7,AG-5,12/25/2024,48233.81,Cash,48233.81,0,0,0,0,0,0,Pound,
ORD-13175,CUST-602,PROD-142,BR-5,AG-4,10/17/2024,82483.65,Installments,16496.73,65986.92,12,0.2,5498.91,32993.46,15,Pound,4/4/2026
ORD-13176,CUST-712,PROD-92,BR-6,AG-11,12/31/2024,19742.69,Installments,3948.54,15794.15,12,0.2,1316.18,7897.08,0,EGP,4/4/2026
ORD-13177,CUST-211,PROD-149,BR-10,AG-2,11/7/2024,36412.98,Installments,7282.6,29130.38,12,0.2,2427.53,14565.19,15,EGP,4/4/2026
ORD-13178,CUST-393,PROD-134,BR-7,AG-2,8/14/2024,80052.25,Installments,16010.45,64041.8,12,0.2,5336.82,32020.9,45,EGP,4/4/2026
ORD-13179,CUST-734,PROD-155,BR-4,AG-18,4/7/2024,66131.76,Installments,13226.35,52905.41,12,0.2,4408.78,26452.7,15,EGP,4/4/2026
ORD-13180,CUST-133,PROD-171,BR-7,AG-9,1/11/2025,43496.76,Cash,43496.76,0,0,0,0,0,0,Pound,
ORD-13181,CUST-590,PROD-136,BR-10,AG-25,8/5/2024,41322.46,Installments,8264.49,33057.97,12,0.2,2754.83,16528.98,0,EGP,4/4/2026
ORD-13182,CUST-312,PROD-62,BR-5,AG-16,12/19/2024,59154.41,Installments,11830.88,47323.53,12,0.2,3943.63,23661.76,45,EGP,1/1/1900
ORD-13183,CUST-249,PROD-187,BR-2,AG-7,6/26/2024,62520.67,Installments,12504.13,50016.54,12,0.2,4168.04,25008.27,0,EGP,4/4/2026
ORD-13184,CUST-828,PROD-61,BR-5,AG-20,6/3/2024,76642.38,Cash,76642.38,0,0,0,0,0,0,Pound,
ORD-13185,CUST-439,PROD-164,BR-4,AG-1,9/21/2024,57209.51,Cash,57209.51,0,0,0,0,0,0,EGP,
ORD-13186,CUST-975,PROD-142,BR-6,AG-20,3/31/2024,17926.51,Installments,3585.3,14341.21,12,0.2,1195.1,7170.6,0,EGP,4/4/2026
ORD-13187,CUST-795,PROD-170,BR-3,AG-7,4/23/2024,20606.63,Cash,20606.63,0,0,0,0,0,0,EGP,
ORD-13188,CUST-315,PROD-149,BR-4,AG-20,12/6/2024,35684.76,Installments,7136.95,28547.81,12,0.2,2378.98,14273.9,120,EGP,4/4/2026
ORD-13189,CUST-444,PROD-91,BR-5,AG-17,12/3/2024,32734.97,Installments,6546.99,26187.98,12,0.2,2182.33,13093.99,45,EGP,4/4/2026
ORD-13190,CUST-190,PROD-104,BR-8,AG-9,1/11/2025,64997.37,Installments,12999.47,51997.9,12,0.2,4333.16,25998.95,0,EGP,4/4/2026
ORD-13191,CUST-643,PROD-93,BR-4,AG-17,6/9/2024,69825.66,Installments,13965.13,55860.53,12,0.2,4655.04,27930.26,0,EGP,4/4/2026
ORD-13192,CUST-237,PROD-109,BR-5,AG-22,9/13/2024,83031.82,Installments,16606.36,66425.46,12,0.2,5535.45,33212.73,15,EGP,4/4/2026
ORD-13193,CUST-878,PROD-69,BR-2,AG-17,10/28/2024,51872.63,Cash,51872.63,0,0,0,0,0,0,EGP,
ORD-13194,CUST-771,PROD-141,BR-3,AG-25,11/18/2024,27817,Cash,27817,0,0,0,0,0,0,EGP,
ORD-13195,CUST-557,PROD-66,BR-5,AG-8,6/11/2024,38145.91,Installments,7629.18,30516.73,12,0.2,2543.06,15258.36,0,egp,4/4/2026
ORD-13196,CUST-290,PROD-167,BR-8,AG-10,8/19/2024,51135.46,Installments,10227.09,40908.37,12,0.2,3409.03,20454.18,15,EGP,4/4/2026
ORD-13197,CUST-847,PROD-132,BR-2,AG-15,6/23/2024,65472.97,Cash,65472.97,0,0,0,0,0,0,EGP,
ORD-13198,CUST-946,PROD-62,BR-3,AG-10,12/5/2024,19857.26,Cash,19857.26,0,0,0,0,0,0,EGP,
ORD-13199,CUST-986,PROD-160,BR-6,AG-3,6/27/2024,30217.08,Cash,30217.08,0,0,0,0,0,0,EGP,
ORD-13200,CUST-973,PROD-172,BR-7,AG-16,6/16/2024,67848.07,Installments,13569.61,54278.46,12,0.2,4523.2,27139.23,15,EGP,4/4/2026
ORD-13201,CUST-139,PROD-91,BR-8,AG-19,3/20/2024,48930.51,Cash,48930.51,0,0,0,0,0,0,EGP,
ORD-13202,CUST-592,PROD-97,BR-1,AG-1,2/20/2024,38197.54,Installments,7639.51,30558.03,12,0.2,2546.5,15279.02,0,EGP,4/4/2026
ORD-13203,CUST-645,PROD-174,BR-8,AG-7,5/17/2024,25938.07,Installments,5187.61,20750.46,12,0.2,1729.2,10375.23,0,EGP,4/4/2026
ORD-13204,CUST-599,PROD-159,BR-10,AG-11,5/16/2024,38007.62,Cash,38007.62,0,0,0,0,0,0,EGP,
ORD-13205,CUST-894,PROD-183,BR-10,AG-10,2/28/2024,23049.67,Cash,23049.67,0,0,0,0,0,0,EGP,
ORD-13206,CUST-882,PROD-142,BR-8,AG-4,4/28/2024,59611.69,Cash,59611.69,0,0,0,0,0,0,EGP,
ORD-13207,CUST-514,PROD-166,BR-6,AG-19,5/10/2024,15122.65,Installments,3024.53,12098.12,12,0.2,1008.18,6049.06,0,EGP,4/4/2026
ORD-13208,CUST-331,PROD-160,BR-3,AG-8,5/27/2024,66400.35,Installments,13280.07,53120.28,12,0.2,0,26560.14,15,EGP,1/1/1900
ORD-13209,CUST-971,PROD-69,BR-4,AG-17,8/10/2024,72850.92,Installments,14570.18,58280.74,12,0.2,4856.73,29140.37,120,EGP,4/4/2026
ORD-13210,CUST-363,PROD-99,BR-9,AG-20,4/3/2024,62866.48,Installments,12573.3,50293.18,12,0.2,4191.1,25146.59,120,Pound,4/4/2026
ORD-13211,CUST-639,PROD-68,BR-1,AG-5,7/28/2024,26096.28,Cash,26096.28,0,0,0,0,0,0,egp,
ORD-13212,CUST-234,PROD-82,BR-3,AG-9,4/6/2024,15256.51,Cash,15256.51,0,0,0,0,0,0,EGP,
ORD-13213,CUST-472,PROD-155,BR-10,AG-11,7/26/2024,72570.34,Installments,14514.07,58056.27,12,0.2,4838.02,29028.14,0,EGP,4/4/2026
ORD-13214,CUST-493,PROD-189,BR-2,AG-14,11/9/2024,65748.08,Installments,13149.62,52598.46,12,0.2,4383.21,26299.23,0,EGP,4/4/2026
ORD-13215,CUST-171,PROD-85,BR-7,AG-13,5/10/2024,34393.39,Cash,34393.39,0,0,0,0,0,0,EGP,
ORD-13216,CUST-616,PROD-56,BR-8,AG-18,1/5/2024,85425.42,Installments,17085.08,68340.34,12,0.2,5695.03,34170.17,0,EGP,4/4/2026
ORD-13217,CUST-286,PROD-161,BR-7,AG-13,11/5/2024,34801.03,Cash,34801.03,0,0,0,0,0,0,EGP,
ORD-13218,CUST-465,PROD-102,BR-10,AG-6,9/23/2024,13123.39,Installments,2624.68,10498.71,12,0.2,874.89,5249.36,0,EGP,4/4/2026
ORD-13219,CUST-864,PROD-134,BR-1,AG-9,8/13/2024,57710.73,Cash,57710.73,0,0,0,0,0,0,egp,
ORD-13220,CUST-642,PROD-188,BR-1,AG-4,12/14/2024,65717.66,Installments,13143.53,52574.13,12,0.2,4381.18,26287.06,15,EGP,4/4/2026
ORD-13221,CUST-529,PROD-102,BR-1,AG-15,11/3/2024,56142.17,Installments,11228.43,44913.74,12,0.2,3742.81,22456.87,0,EGP,4/4/2026
ORD-13222,CUST-510,PROD-180,BR-4,AG-10,8/2/2024,85169.81,Installments,17033.96,68135.85,12,0.2,5677.99,34067.92,15,egp,4/4/2026
ORD-13223,CUST-197,PROD-87,BR-6,AG-11,10/14/2024,46538.26,Installments,9307.65,37230.61,12,0.2,3102.55,18615.3,0,Pound,4/4/2026
ORD-13224,CUST-796,PROD-134,BR-1,AG-23,4/19/2024,89541.69,Cash,89541.69,0,0,0,0,0,0,EGP,
